CSP_No,Common_Name,Genus,Species,Total Length (cm),Total Weight (g),Fork length (cm),Sex_Code,Maturity_Code,Composite_Count,Collection_Date,Collection_Year,Waterbody,Station_Name,Basin/Site,Latitude,Longitude,Province/State,Tissue_Code,Parameter_Code,Value,Value_Flag,Rep,Measurement_Date,Parameter_Group,Master_Parameter_Name,Parameter_name,Unit_Code,LOD,MDL - typical,Laboratory,Method_Code
4576,Lake Trout,Salvelinus,namaycush,49,1082,,M,ADS,1,1982-07-15,1982,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,TCDD TOTAL-ULTRA,30.1,,1,,Dioxin,Tetra-Dioxins Total,Total Tetra-Dioxins,PG/G,,,ULTRA,
4576,Lake Trout,Salvelinus,namaycush,49,1082,,M,ADS,1,1982-07-15,1982,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,TCDF TOTAL-ULTRA,24.7,,1,,Dioxin,Tetra-Furans Total,Total Tetra-Furans,PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,1234678-H7CDD-ULTRA,5.4,,1,,Dioxin,"1,2,3,4,6,7,8-heptachlorodioxin","1,2,3,4,6,7,8-heptachlorodioxin",PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,1234678-H7CDF-ULTRA,2.1,,1,,Dioxin,"1,2,3,4,6,7,8-heptachlorofuran","1,2,3,4,6,7,8-heptachlorofuran",PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123478-H6CDD-ULTRA,0.1,,1,,Dioxin,"1,2,3,4,7,8-hexachlorodioxin","1,2,3,4,7,8-hexachlorodioxin",PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123478-H6CDF-ULTRA,17.4,,1,,Dioxin,"1,2,3,4,7,8-hexachlorofuran","1,2,3,4,7,8-hexachlorofuran",PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123678-H6CDD-ULTRA,5.1,,1,,Dioxin,"1,2,3,6,7,8-hexachlorodioxin","1,2,3,6,7,8-hexachlorodioxin",PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123678-H6CDF-ULTRA,4.3,,1,,Dioxin,"1,2,3,6,7,8-hexachlorofuran","1,2,3,6,7,8-hexachlorofuran",PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123789-H6CDD-ULTRA,0.9,,1,,Dioxin,"1,2,3,7,8,9-hexachlorodioxin","1,2,3,7,8,9-hexachlorodioxin",PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123789-H6CDF-ULTRA,0.2,,1,,Dioxin,"1,2,3,4,7,8,9-heptachlorofuran","1,2,3,4,7,8,9-heptachlorofuran",PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,12378-PCDD-ULTRA,8.7,,1,,Dioxin,"1,2,3,7,8-pentachlorodioxin","1,2,3,7,8-pentachlorodioxin",PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,12378-PCDF-ULTRA,11,,1,,Dioxin,"1,2,3,7,8-pentachlorofuran","1,2,3,7,8-pentachlorofuran",PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-HpCDD-Rec-ULTRA,59,,1,,Dioxin,13C-HpCDD-Recovery,13C-HpCDD-Recovery,PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-HxCDD-Rec-ULTRA,53,,1,,Dioxin,13C-HxCDD-Recovery,13C-HxCDD-Recovery,PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-O8CDD-Rec-ULTRA,49,,1,,Dioxin,13C-O8CDD-Recovery,13C-O8CDD-Recovery,PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-PCDD-Rec-ULTRA,58,,1,,Dioxin,13C-PCDD-Recovery,13C-PCDD-Recovery,PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-TCDD-Rec-ULTRA,44,,1,,Dioxin,13C-TCDD-Recovery,13C-TCDD-Recovery,PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,234678-H6CDF-ULTRA,2.5,,1,,Dioxin,"2,3,4,6,7,8-hexachlorofuran","2,3,4,6,7,8-hexachlorofuran",PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,23478-PCDF-ULTRA,37.8,,1,,Dioxin,"2,3,4,7,8-pentachlorofuran","2,3,4,7,8-pentachlorofuran",PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,2378-TCDD-ULTRA,45.5,,1,,Dioxin,"2,3,7,8-tetrachlorodioxin","2,3,7,8-tetrachlorodioxin",PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,2378-TCDF-ULTRA,43.7,,1,,Dioxin,"2,3,7,8-tetrachlorofuran","2,3,7,8-tetrachlorofuran",PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,H6CDD TOTAL-ULTRA,6.8,,1,,Dioxin,Hexa-Dioxins Total,Total Hexa-Dioxins,PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,H6CDF TOTAL-ULTRA,29.9,,1,,Dioxin,Hexa-Furans Total,Total Hexa-Furans,PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,H7CDD TOTAL-ULTRA,8.6,,1,,Dioxin,Hepta-Dioxins Total,Total Hepta-Dioxins,PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,H7CDF TOTAL-ULTRA,4.7,,1,,Dioxin,Hepta-Furans Total,Total Hepta-Furans,PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,OCDD-ULTRA,59.9,,1,,Dioxin,Octachlorodioxin,Octachlorodioxin,PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,OCDF-ULTRA,4.5,,1,,Dioxin,Octachlorofuran,Octachlorofuran,PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,PCDD TOTAL-ULTRA,8.7,,1,,Dioxin,Penta-Dioxins Total,Total Penta-Dioxins,PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,PCDF TOTAL-ULTRA,57.8,,1,,Dioxin,Penta-Furans Total,Total Penta-Furans,PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,TCDD TOTAL-ULTRA,45.5,,1,,Dioxin,Tetra-Dioxins Total,Total Tetra-Dioxins,PG/G,,,ULTRA,
5035,Lake Trout,Salvelinus,namaycush,46.2,1031.1,,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,TCDF TOTAL-ULTRA,47.3,,1,,Dioxin,Tetra-Furans Total,Total Tetra-Furans,PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,1234678-H7CDD-ULTRA,0.6,,1,,Dioxin,"1,2,3,4,6,7,8-heptachlorodioxin","1,2,3,4,6,7,8-heptachlorodioxin",PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,1234678-H7CDF-ULTRA,0.8,,1,,Dioxin,"1,2,3,4,6,7,8-heptachlorofuran","1,2,3,4,6,7,8-heptachlorofuran",PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123478-H6CDD-ULTRA,0.1,,1,,Dioxin,"1,2,3,4,7,8-hexachlorodioxin","1,2,3,4,7,8-hexachlorodioxin",PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123478-H6CDF-ULTRA,8.9,,1,,Dioxin,"1,2,3,4,7,8-hexachlorofuran","1,2,3,4,7,8-hexachlorofuran",PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123678-H6CDD-ULTRA,2.8,,1,,Dioxin,"1,2,3,6,7,8-hexachlorodioxin","1,2,3,6,7,8-hexachlorodioxin",PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123678-H6CDF-ULTRA,0.1,,1,,Dioxin,"1,2,3,6,7,8-hexachlorofuran","1,2,3,6,7,8-hexachlorofuran",PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123789-H6CDD-ULTRA,0.3,,1,,Dioxin,"1,2,3,7,8,9-hexachlorodioxin","1,2,3,7,8,9-hexachlorodioxin",PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123789-H6CDF-ULTRA,0.1,,1,,Dioxin,"1,2,3,4,7,8,9-heptachlorofuran","1,2,3,4,7,8,9-heptachlorofuran",PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,12378-PCDD-ULTRA,5.3,,1,,Dioxin,"1,2,3,7,8-pentachlorodioxin","1,2,3,7,8-pentachlorodioxin",PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,12378-PCDF-ULTRA,5.1,,1,,Dioxin,"1,2,3,7,8-pentachlorofuran","1,2,3,7,8-pentachlorofuran",PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-HpCDD-Rec-ULTRA,73,,1,,Dioxin,13C-HpCDD-Recovery,13C-HpCDD-Recovery,PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-HxCDD-Rec-ULTRA,77,,1,,Dioxin,13C-HxCDD-Recovery,13C-HxCDD-Recovery,PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-O8CDD-Rec-ULTRA,61,,1,,Dioxin,13C-O8CDD-Recovery,13C-O8CDD-Recovery,PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-PCDD-Rec-ULTRA,53,,1,,Dioxin,13C-PCDD-Recovery,13C-PCDD-Recovery,PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-TCDD-Rec-ULTRA,50,,1,,Dioxin,13C-TCDD-Recovery,13C-TCDD-Recovery,PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,234678-H6CDF-ULTRA,0.8,,1,,Dioxin,"2,3,4,6,7,8-hexachlorofuran","2,3,4,6,7,8-hexachlorofuran",PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,23478-PCDF-ULTRA,21.4,,1,,Dioxin,"2,3,4,7,8-pentachlorofuran","2,3,4,7,8-pentachlorofuran",PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,2378-TCDD-ULTRA,33.5,,1,,Dioxin,"2,3,7,8-tetrachlorodioxin","2,3,7,8-tetrachlorodioxin",PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,2378-TCDF-ULTRA,24.3,,1,,Dioxin,"2,3,7,8-tetrachlorofuran","2,3,7,8-tetrachlorofuran",PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,H6CDD TOTAL-ULTRA,3.1,,1,,Dioxin,Hexa-Dioxins Total,Total Hexa-Dioxins,PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,H6CDF TOTAL-ULTRA,9.7,,1,,Dioxin,Hexa-Furans Total,Total Hexa-Furans,PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,H7CDD TOTAL-ULTRA,0.6,,1,,Dioxin,Hepta-Dioxins Total,Total Hepta-Dioxins,PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,H7CDF TOTAL-ULTRA,2,,1,,Dioxin,Hepta-Furans Total,Total Hepta-Furans,PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,OCDD-ULTRA,3.9,,1,,Dioxin,Octachlorodioxin,Octachlorodioxin,PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,OCDF-ULTRA,1,,1,,Dioxin,Octachlorofuran,Octachlorofuran,PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,PCDD TOTAL-ULTRA,5.3,,1,,Dioxin,Penta-Dioxins Total,Total Penta-Dioxins,PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,PCDF TOTAL-ULTRA,26.4,,1,,Dioxin,Penta-Furans Total,Total Penta-Furans,PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,TCDD TOTAL-ULTRA,33.5,,1,,Dioxin,Tetra-Dioxins Total,Total Tetra-Dioxins,PG/G,,,ULTRA,
5019,Lake Trout,Salvelinus,namaycush,58,2246,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,TCDF TOTAL-ULTRA,24.3,,1,,Dioxin,Tetra-Furans Total,Total Tetra-Furans,PG/G,,,ULTRA,
5011,Lake Trout,Salvelinus,namaycush,57.5,2157.8,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,1234678-H7CDD-ULTRA,3.8,,1,,Dioxin,"1,2,3,4,6,7,8-heptachlorodioxin","1,2,3,4,6,7,8-heptachlorodioxin",PG/G,,,ULTRA,
5011,Lake Trout,Salvelinus,namaycush,57.5,2157.8,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,1234678-H7CDF-ULTRA,2,,1,,Dioxin,"1,2,3,4,6,7,8-heptachlorofuran","1,2,3,4,6,7,8-heptachlorofuran",PG/G,,,ULTRA,
5011,Lake Trout,Salvelinus,namaycush,57.5,2157.8,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,1234678-heptachlorodioxin,2.8,L,1,,Dioxin,"1,2,3,4,6,7,8-heptachlorodioxin","1,2,3,4,6,7,8-heptachlorodioxin",PG/G,,,OMOE,
5011,Lake Trout,Salvelinus,namaycush,57.5,2157.8,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,1234678-heptachlorofuran,1.4,L,1,,Dioxin,"1,2,3,4,6,7,8-heptachlorofuran","1,2,3,4,6,7,8-heptachlorofuran",PG/G,,,OMOE,
5011,Lake Trout,Salvelinus,namaycush,57.5,2157.8,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,1234789-heptachlorofuran,0.76,L,1,,Dioxin,"1,2,3,4,7,8,9-heptachlorofuran","1,2,3,4,7,8,9-heptachlorofuran",PG/G,,,OMOE,
5011,Lake Trout,Salvelinus,namaycush,57.5,2157.8,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123478-H6CDD-ULTRA,1,,1,,Dioxin,"1,2,3,4,7,8-hexachlorodioxin","1,2,3,4,7,8-hexachlorodioxin",PG/G,,,ULTRA,
5011,Lake Trout,Salvelinus,namaycush,57.5,2157.8,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123478-H6CDF-ULTRA,9.1,,1,,Dioxin,"1,2,3,4,7,8-hexachlorofuran","1,2,3,4,7,8-hexachlorofuran",PG/G,,,ULTRA,
5011,Lake Trout,Salvelinus,namaycush,57.5,2157.8,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123478-hexachlorodioxin,0.85,L,1,,Dioxin,"1,2,3,4,7,8-hexachlorodioxin","1,2,3,4,7,8-hexachlorodioxin",PG/G,,,OMOE,
5011,Lake Trout,Salvelinus,namaycush,57.5,2157.8,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123478-hexachlorofuran,8.8,,1,,Dioxin,"1,2,3,4,7,8-hexachlorofuran","1,2,3,4,7,8-hexachlorofuran",PG/G,,,OMOE,
5011,Lake Trout,Salvelinus,namaycush,57.5,2157.8,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123678-H6CDD-ULTRA,4.6,,1,,Dioxin,"1,2,3,6,7,8-hexachlorodioxin","1,2,3,6,7,8-hexachlorodioxin",PG/G,,,ULTRA,
5011,Lake Trout,Salvelinus,namaycush,57.5,2157.8,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123678-H6CDF-ULTRA,4.3,,1,,Dioxin,"1,2,3,6,7,8-hexachlorofuran","1,2,3,6,7,8-hexachlorofuran",PG/G,,,ULTRA,
5011,Lake Trout,Salvelinus,namaycush,57.5,2157.8,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123678-hexachlorodioxin,3.9,,1,,Dioxin,"1,2,3,6,7,8-hexachlorodioxin","1,2,3,6,7,8-hexachlorodioxin",PG/G,,,OMOE,
5011,Lake Trout,Salvelinus,namaycush,57.5,2157.8,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123678-hexachlorofuran,13,L,1,,Dioxin,"1,2,3,6,7,8-hexachlorofuran","1,2,3,6,7,8-hexachlorofuran",PG/G,,,OMOE,
5011,Lake Trout,Salvelinus,namaycush,57.5,2157.8,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123789-H6CDD-ULTRA,0.2,,1,,Dioxin,"1,2,3,7,8,9-hexachlorodioxin","1,2,3,7,8,9-hexachlorodioxin",PG/G,,,ULTRA,
5011,Lake Trout,Salvelinus,namaycush,57.5,2157.8,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123789-H6CDF-ULTRA,0.1,,1,,Dioxin,"1,2,3,4,7,8,9-heptachlorofuran","1,2,3,4,7,8,9-heptachlorofuran",PG/G,,,ULTRA,
5011,Lake Trout,Salvelinus,namaycush,57.5,2157.8,,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123789-hexachlorodioxin,0.96,L,1,,Dioxin,"1,2,3,7,8,9-hexachlorodioxin","1,2,3,7,8,9-hexachlorodioxin",PG/G,,,OMOE,
