,CSP_No,Common_Name,Genus,Species,Total Length (cm),Total Weight (g),Sex_Code,Maturity_Code,Composite_Count,Collection_Date,Collection_Year,Waterbody,Station_Name,Basin/Site,Latitude,Longitude,Province/State,Tissue_Code,Parameter_Code,Value,Value_Flag,Rep,Measurement_Date,Parameter_Group,Master_Parameter_Name,Parameter_name,Unit_Code,LOD,MDL - typical,Laboratory,Method_Code
40,7546,Alewife,Alosa,pseudoharengus,16.4,35.7,,,5,1986-09-24,1986,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,MIR,0.01,BQL,1,,Organochlorine,Mirex,Mirex,UG/G,,0.005,UofG,UofG method TOPS-135
41,7547,Alewife,Alosa,pseudoharengus,16.6,35.4,,,5,1986-09-24,1986,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,MIR,0.01,BQL,1,,Organochlorine,Mirex,Mirex,UG/G,,0.005,UofG,UofG method TOPS-135
42,7542,Alewife,Alosa,pseudoharengus,12.0,15.6,,,5,1986-09-24,1986,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,PCB,0.10999,,1,,Organochlorine,PCBs (as Arochlor 1254) Total,Total PCBs (as Arochlor 1254),UG/G,,0.05,UofG,UofG method TOPS-135
43,7543,Alewife,Alosa,pseudoharengus,14.6,28.2,,,5,1986-09-24,1986,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,PCB,0.21999,,1,,Organochlorine,PCBs (as Arochlor 1254) Total,Total PCBs (as Arochlor 1254),UG/G,,0.05,UofG,UofG method TOPS-135
44,7544,Alewife,Alosa,pseudoharengus,15.3,33.0,,,5,1986-09-24,1986,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,PCB,0.21999,,1,,Organochlorine,PCBs (as Arochlor 1254) Total,Total PCBs (as Arochlor 1254),UG/G,,0.05,UofG,UofG method TOPS-135
45,7545,Alewife,Alosa,pseudoharengus,16.1,34.6,,,5,1986-09-24,1986,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,PCB,0.34,,1,,Organochlorine,PCBs (as Arochlor 1254) Total,Total PCBs (as Arochlor 1254),UG/G,,0.05,UofG,UofG method TOPS-135
46,7546,Alewife,Alosa,pseudoharengus,16.4,35.7,,,5,1986-09-24,1986,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,PCB,0.31999,,1,,Organochlorine,PCBs (as Arochlor 1254) Total,Total PCBs (as Arochlor 1254),UG/G,,0.05,UofG,UofG method TOPS-135
47,7547,Alewife,Alosa,pseudoharengus,16.6,35.4,,,5,1986-09-24,1986,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,PCB,0.28,,1,,Organochlorine,PCBs (as Arochlor 1254) Total,Total PCBs (as Arochlor 1254),UG/G,,0.05,UofG,UofG method TOPS-135
48,7517,Alewife,Alosa,pseudoharengus,15.8,30.7,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,CLD,0.00999,,1,,Organochlorine,Chlordane (alpha+gamma),Chlordane (alpha+gamma),UG/G,,,UofG,UofG method TOPS-135
49,7518,Alewife,Alosa,pseudoharengus,16.0,30.1,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,CLD,0.00999,,1,,Organochlorine,Chlordane (alpha+gamma),Chlordane (alpha+gamma),UG/G,,,UofG,UofG method TOPS-135
50,7519,Alewife,Alosa,pseudoharengus,13.8,22.9,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,CLD,0.00999,,1,,Organochlorine,Chlordane (alpha+gamma),Chlordane (alpha+gamma),UG/G,,,UofG,UofG method TOPS-135
51,7520,Alewife,Alosa,pseudoharengus,14.2,22.1,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,CLD,0.00999,,1,,Organochlorine,Chlordane (alpha+gamma),Chlordane (alpha+gamma),UG/G,,,UofG,UofG method TOPS-135
52,7521,Alewife,Alosa,pseudoharengus,14.3,24.0,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,CLD,0.00999,,1,,Organochlorine,Chlordane (alpha+gamma),Chlordane (alpha+gamma),UG/G,,,UofG,UofG method TOPS-135
53,7522,Alewife,Alosa,pseudoharengus,15.0,24.5,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,CLD,0.00999,,1,,Organochlorine,Chlordane (alpha+gamma),Chlordane (alpha+gamma),UG/G,,,UofG,UofG method TOPS-135
54,7523,Alewife,Alosa,pseudoharengus,14.7,28.8,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,CLD,0.00999,,1,,Organochlorine,Chlordane (alpha+gamma),Chlordane (alpha+gamma),UG/G,,,UofG,UofG method TOPS-135
55,7524,Alewife,Alosa,pseudoharengus,14.6,26.2,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,CLD,0.00999,,1,,Organochlorine,Chlordane (alpha+gamma),Chlordane (alpha+gamma),UG/G,,,UofG,UofG method TOPS-135
56,7525,Alewife,Alosa,pseudoharengus,16.3,32.3,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,CLD,0.00999,,1,,Organochlorine,Chlordane (alpha+gamma),Chlordane (alpha+gamma),UG/G,,,UofG,UofG method TOPS-135
57,7526,Alewife,Alosa,pseudoharengus,17.0,37.0,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,CLD,0.00999,,1,,Organochlorine,Chlordane (alpha+gamma),Chlordane (alpha+gamma),UG/G,,,UofG,UofG method TOPS-135
58,7527,Alewife,Alosa,pseudoharengus,15.9,30.5,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,CLD,0.00999,,1,,Organochlorine,Chlordane (alpha+gamma),Chlordane (alpha+gamma),UG/G,,,UofG,UofG method TOPS-135
59,7528,Alewife,Alosa,pseudoharengus,15.8,29.3,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,CLD,0.00999,,1,,Organochlorine,Chlordane (alpha+gamma),Chlordane (alpha+gamma),UG/G,,,UofG,UofG method TOPS-135
60,7517,Alewife,Alosa,pseudoharengus,15.8,30.7,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,DDE,0.05999,,1,,Organochlorine,p-p'-DDE,ppDDE,UG/G,,0.005,UofG,UofG method TOPS-135
61,7518,Alewife,Alosa,pseudoharengus,16.0,30.1,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,DDE,0.05,,1,,Organochlorine,p-p'-DDE,ppDDE,UG/G,,0.005,UofG,UofG method TOPS-135
62,7519,Alewife,Alosa,pseudoharengus,13.8,22.9,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,DDE,0.03999,,1,,Organochlorine,p-p'-DDE,ppDDE,UG/G,,0.005,UofG,UofG method TOPS-135
63,7520,Alewife,Alosa,pseudoharengus,14.2,22.1,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,DDE,0.02999,,1,,Organochlorine,p-p'-DDE,ppDDE,UG/G,,0.005,UofG,UofG method TOPS-135
64,7521,Alewife,Alosa,pseudoharengus,14.3,24.0,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,DDE,0.05,,1,,Organochlorine,p-p'-DDE,ppDDE,UG/G,,0.005,UofG,UofG method TOPS-135
65,7522,Alewife,Alosa,pseudoharengus,15.0,24.5,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,DDE,0.07,,1,,Organochlorine,p-p'-DDE,ppDDE,UG/G,,0.005,UofG,UofG method TOPS-135
66,7523,Alewife,Alosa,pseudoharengus,14.7,28.8,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,DDE,0.05999,,1,,Organochlorine,p-p'-DDE,ppDDE,UG/G,,0.005,UofG,UofG method TOPS-135
67,7524,Alewife,Alosa,pseudoharengus,14.6,26.2,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,DDE,0.05,,1,,Organochlorine,p-p'-DDE,ppDDE,UG/G,,0.005,UofG,UofG method TOPS-135
68,7525,Alewife,Alosa,pseudoharengus,16.3,32.3,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,DDE,0.03999,,1,,Organochlorine,p-p'-DDE,ppDDE,UG/G,,0.005,UofG,UofG method TOPS-135
69,7526,Alewife,Alosa,pseudoharengus,17.0,37.0,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,DDE,0.05999,,1,,Organochlorine,p-p'-DDE,ppDDE,UG/G,,0.005,UofG,UofG method TOPS-135
70,7527,Alewife,Alosa,pseudoharengus,15.9,30.5,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,DDE,0.05999,,1,,Organochlorine,p-p'-DDE,ppDDE,UG/G,,0.005,UofG,UofG method TOPS-135
71,7528,Alewife,Alosa,pseudoharengus,15.8,29.3,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,DDE,0.1,,1,,Organochlorine,p-p'-DDE,ppDDE,UG/G,,0.005,UofG,UofG method TOPS-135
72,7517,Alewife,Alosa,pseudoharengus,15.8,30.7,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,DDT,0.005,BDL,1,,Organochlorine,p-p'-DDT,ppDDT,UG/G,,0.005,UofG,UofG method TOPS-135
73,7518,Alewife,Alosa,pseudoharengus,16.0,30.1,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,DDT,0.005,BDL,1,,Organochlorine,p-p'-DDT,ppDDT,UG/G,,0.005,UofG,UofG method TOPS-135
74,7519,Alewife,Alosa,pseudoharengus,13.8,22.9,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,DDT,0.005,BDL,1,,Organochlorine,p-p'-DDT,ppDDT,UG/G,,0.005,UofG,UofG method TOPS-135
75,7520,Alewife,Alosa,pseudoharengus,14.2,22.1,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,DDT,0.005,BDL,1,,Organochlorine,p-p'-DDT,ppDDT,UG/G,,0.005,UofG,UofG method TOPS-135
76,7521,Alewife,Alosa,pseudoharengus,14.3,24.0,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,DDT,0.005,BDL,1,,Organochlorine,p-p'-DDT,ppDDT,UG/G,,0.005,UofG,UofG method TOPS-135
77,7522,Alewife,Alosa,pseudoharengus,15.0,24.5,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,DDT,0.005,BDL,1,,Organochlorine,p-p'-DDT,ppDDT,UG/G,,0.005,UofG,UofG method TOPS-135
78,7523,Alewife,Alosa,pseudoharengus,14.7,28.8,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,DDT,0.005,BDL,1,,Organochlorine,p-p'-DDT,ppDDT,UG/G,,0.005,UofG,UofG method TOPS-135
79,7524,Alewife,Alosa,pseudoharengus,14.6,26.2,,,5,1986-09-22,1986,Lake Ontario,"Lake Ontario, Central Basin, Port Hope - Cobourg, Ontario",Central Basin L Ontario,43.91667,-78.16667,ON,WHA,DDT,0.005,BDL,1,,Organochlorine,p-p'-DDT,ppDDT,UG/G,,0.005,UofG,UofG method TOPS-135
